EXTRELNO,EXRELACTCD,EXTRELSTDT,EXRELDATEN
29163,FP,2005-10-29,2014-06-25
29165,FP,2005-10-29,2015-07-29
29165,CT,2011-11-02,NaT
29169,FP,2005-10-29,NaT
29173,FP,2005-10-29,2016-02-02
29173,CT,2016-02-16,NaT
29177,FP,2005-10-29,2012-12-25
29181,FP,2005-10-29,2014-10-02
29184,CT,2005-10-29,NaT
29184,FP,2005-10-29,NaT
29185,FP,2005-10-29,NaT
29187,FP,2005-10-29,NaT
29190,FP,2005-10-29,2018-04-30
29191,FP,2005-10-29,2008-04-21
29192,FP,2005-10-29,2016-12-19
29197,FP,2005-10-29,NaT
29203,FP,2005-10-29,2019-11-20
29206,FP,2005-10-29,2005-12-28
29206,FP,2007-12-29,2013-01-21
29212,FP,2005-10-29,2014-04-22
29214,FP,2005-10-29,NaT
29214,CT,2018-01-29,NaT
29224,FP,2005-10-29,2010-07-21
29224,CT,2010-08-04,NaT
29232,FP,2005-10-29,2008-02-05
29238,CT,2005-10-29,NaT
29238,FP,2005-10-29,NaT
29239,FP,2005-10-29,2006-04-27
29243,FP,2005-10-29,NaT
29250,FP,2005-10-29,NaT
29253,FP,2005-10-29,2013-10-30
29255,FP,2005-10-29,NaT
29258,FP,2005-10-29,NaT
29263,FP,2005-10-29,2008-04-17
29270,FP,2005-10-29,NaT
29279,FP,2005-10-29,2006-01-28
29284,FP,2005-10-29,NaT
29284,CT,2007-08-19,NaT
29292,FP,2005-10-29,NaT
29296,FP,2005-10-29,2018-12-26
29306,FP,2005-10-29,NaT
29306,CT,2014-02-27,NaT
29311,FP,2005-10-29,NaT
29312,FP,2005-10-29,2013-04-29
29312,CT,2012-12-04,NaT
29313,FP,2005-10-29,2006-11-27
29321,FP,2005-10-29,NaT
29334,FP,2005-10-29,NaT
29334,CT,2012-01-05,NaT
29336,FP,2005-10-29,2006-08-28
29339,FP,2005-10-29,2015-05-04
29342,FP,2005-10-29,2019-05-30
29343,FP,2005-10-29,2014-08-26
29344,FP,2005-10-29,2014-09-18
29344,TR,2011-12-11,2014-09-24
29349,FP,2005-10-29,2006-06-27
29351,FP,2005-10-29,NaT
29355,FP,2005-10-29,2017-01-10
29359,FP,2005-10-29,2006-06-27
29360,FP,2005-10-29,NaT
29361,FP,2005-10-29,NaT
29370,FP,2005-10-29,NaT
29372,FP,2005-10-29,2014-10-06
29375,FP,2005-10-29,NaT
29383,FP,2005-10-29,2015-05-04
29384,FP,2005-10-29,2009-12-13
29391,FP,2005-10-29,NaT
29391,CT,2011-10-05,NaT
29393,FP,2005-10-29,NaT
29398,FP,2005-10-29,2008-01-27
29415,FP,2005-10-29,2006-10-28
29416,FP,2005-10-29,2017-06-12
29423,FP,2005-10-29,NaT
29424,FP,2005-10-29,2016-02-08
29429,FP,2005-10-29,NaT
29432,FP,2005-10-29,NaT
29436,FP,2005-10-29,NaT
29438,FP,2005-10-29,2012-11-15
29445,FP,2005-10-29,NaT
29450,FP,2005-10-29,2005-11-27
29451,FP,2005-10-29,NaT
29458,FP,2005-10-29,2008-09-08
29468,FP,2005-10-29,2016-07-10
29468,CT,2016-07-19,2016-08-24
29468,FP,2016-06-27,NaT
29473,FP,2005-10-29,2005-11-27
29477,CT,2005-10-29,NaT
29477,FP,2005-10-29,NaT
29482,FP,2005-10-29,2012-03-25
29501,FP,2005-10-29,2007-01-28
29522,FP,2005-11-28,2006-08-28
29523,FP,2005-11-28,NaT
29527,CT,2005-11-28,NaT
29527,FP,2005-11-28,NaT
29529,FP,2005-11-28,NaT
29529,CT,2013-04-14,NaT
29530,FP,2005-11-28,NaT
29532,FP,2005-11-28,2011-03-03
29535,FP,2005-11-28,NaT
29536,FP,2005-11-28,NaT
29536,CT,2015-07-21,NaT
29541,FP,2005-11-28,2009-03-08
29546,FP,2005-11-28,NaT
29548,FP,2005-11-28,2014-03-10
29550,FP,2005-11-28,2012-08-01
29554,FP,2005-11-28,NaT
29554,CT,2010-10-18,NaT
29561,FP,2005-11-28,2013-12-02
29563,FP,2005-11-28,2019-06-20
29564,FP,2005-11-28,NaT
29573,FP,2005-11-28,NaT
29573,CT,2007-10-17,NaT
29583,FP,2005-11-28,2006-06-27
29586,FP,2005-11-28,NaT
29587,FP,2005-11-28,NaT
29588,FP,2005-11-28,2014-09-14
29590,FP,2005-11-28,NaT
29590,CT,2013-04-08,NaT
29595,FP,2005-11-28,2014-05-06
29596,FP,2005-11-28,2008-04-21
29597,FP,2005-11-28,NaT
29599,FP,2005-11-28,NaT
29627,FP,2005-11-28,2014-06-02
29634,FP,2005-11-28,NaT
29638,FP,2005-11-28,NaT
29650,FP,2005-11-28,NaT
29651,FP,2005-11-28,2016-08-08
29653,FP,2005-11-28,NaT
29653,CT,2017-04-10,NaT
29654,FP,2005-11-28,2008-01-06
29663,CT,2005-11-28,NaT
29663,FP,2005-11-28,2009-07-13
29666,CT,2005-11-28,NaT
29666,FP,2005-11-28,2013-12-18
29677,FP,2005-11-28,2007-01-28
29679,FP,2005-11-28,NaT
29680,FP,2005-11-28,NaT
29684,FP,2005-11-28,NaT
29684,CT,2016-01-05,NaT
29690,FP,2005-11-28,2014-03-05
29693,FP,2005-11-28,NaT
29694,FP,2005-11-28,2008-08-18
29696,FP,2005-11-28,NaT
29704,FP,2005-11-28,NaT
29709,FP,2005-11-28,2009-04-12
29717,FP,2005-11-28,2013-10-13
29733,FP,2005-11-28,2011-10-03
29733,CT,2008-02-03,NaT
29737,FP,2005-11-28,NaT
29739,FP,2005-11-28,NaT
29741,FP,2005-11-28,NaT
29749,FP,2005-11-28,2006-08-28
29751,FP,2005-11-28,2007-05-30
29752,FP,2005-11-28,NaT
29752,CT,2014-06-03,NaT
29757,CT,2005-11-28,NaT
29757,FP,2005-11-28,2018-06-24
29768,FP,2005-11-28,NaT
29768,CT,2018-01-29,NaT
29771,FP,2005-11-28,NaT
29771,CT,2015-01-19,NaT
29785,FP,2005-11-28,NaT
29785,CT,2014-01-21,NaT
29790,FP,2005-11-28,2012-12-02
29796,FP,2005-11-28,NaT
29797,FP,2005-11-28,2010-02-28
29806,FP,2005-11-28,2012-11-05
29806,FP,2012-06-27,2012-12-16
29811,CT,2005-11-28,NaT
29811,FP,2005-11-28,2008-11-11
29814,FP,2005-11-28,NaT
29817,FP,2005-11-28,2007-11-14
29819,FP,2005-11-28,2015-04-23
29827,FP,2005-11-28,2009-09-09
29830,FP,2005-11-28,2008-02-18
29833,FP,2005-11-28,2014-04-07
29843,FP,2005-11-28,NaT
29852,CT,2005-11-28,NaT
29852,FP,2005-11-28,2014-06-02
29854,FP,2005-11-28,2014-08-11
29857,FP,2005-11-28,2013-10-30
29857,CT,2013-07-01,NaT
29858,FP,2005-11-28,NaT
29862,FP,2005-11-28,NaT
29864,FP,2005-11-28,NaT
29866,FP,2005-11-28,2012-09-25
29867,FP,2005-11-28,2011-08-07
29867,CT,2011-10-25,NaT
29872,FP,2005-11-28,2011-08-22
29884,FP,2005-11-28,NaT
29898,FP,2005-11-28,2018-01-31
29905,FP,2005-11-28,NaT
29923,FP,2005-11-28,2008-07-27
29924,FP,2005-11-28,NaT
29929,FP,2005-11-28,2011-07-20
29929,CT,2011-08-29,2013-06-20
29929,FP,2013-06-28,NaT
29929,CT,2015-07-21,NaT
29942,FP,2005-11-28,2017-05-11
29958,FP,2005-11-28,2006-09-27
29959,FP,2005-11-28,2014-01-02
29963,FP,2005-11-28,NaT
29968,FP,2005-11-28,2013-09-16
29970,FP,2005-11-28,NaT
29971,FP,2005-11-28,NaT
29974,FP,2005-11-28,NaT
29979,FP,2005-11-28,2009-10-22
29981,FP,2005-11-28,2006-11-27
29983,FP,2005-11-28,NaT
30004,FP,2005-11-28,NaT
30004,CT,2015-07-19,NaT
30017,FP,2005-11-28,NaT
30023,FP,2005-11-28,2006-11-27
30028,FP,2005-11-28,NaT
30028,CT,2014-03-23,NaT
30031,FP,2005-11-28,NaT
30031,CT,2014-03-25,NaT
30040,FP,2005-11-28,NaT
30057,FP,2005-11-28,2008-04-20
30072,FP,2005-11-28,NaT
30074,FP,2005-11-28,NaT
30083,FP,2005-11-28,2009-01-26
30097,FP,2005-11-28,NaT
30098,FP,2005-11-28,2012-04-05
30107,FP,2005-11-28,NaT
30112,FP,2005-11-28,NaT
30114,CT,2005-11-28,NaT
30114,FP,2005-11-28,2019-03-04
30126,FP,2005-11-28,NaT
30127,FP,2005-11-28,2012-05-08
30129,FP,2005-11-28,2012-04-15
30129,CT,2012-04-15,NaT
30133,FP,2005-11-28,NaT
30140,FP,2005-11-28,NaT
30148,FP,2005-11-28,NaT
30148,CT,2012-02-22,NaT
30150,FP,2005-11-28,2014-12-16
30156,FP,2005-11-28,NaT
30163,FP,2005-12-29,2010-12-12
30163,CT,2008-09-18,NaT
30174,FP,2005-12-29,NaT
30180,FP,2005-12-29,2011-01-05
30188,FP,2005-12-29,2016-09-07
30191,FP,2005-12-29,NaT
30200,FP,2005-12-29,2008-05-29
30204,FP,2005-12-29,NaT
30207,FP,2005-12-29,NaT
30208,FP,2005-12-29,NaT
30208,CT,2013-05-14,NaT
30217,FP,2005-12-29,2009-09-09
30218,FP,2005-12-29,2011-10-19
30224,FP,2005-12-29,NaT
30231,FP,2005-12-29,NaT
30231,CT,2013-05-13,NaT
30234,FP,2005-12-29,NaT
30241,FP,2005-12-29,NaT
30246,CT,2005-12-29,NaT
30246,FP,2005-12-29,2012-05-03
30253,FP,2005-12-29,NaT
30259,FP,2005-12-29,2018-03-28
30272,FP,2005-12-29,2019-06-09
30277,FP,2005-12-29,2016-09-07
30277,CT,2014-07-02,NaT
30282,FP,2005-12-29,2009-05-31
30284,FP,2005-12-29,2017-01-24
30297,FP,2005-12-29,NaT
30298,FP,2005-12-29,2012-03-21
30298,CT,2012-03-21,NaT
30302,FP,2005-12-29,2013-10-14
30302,CT,2007-06-14,NaT
30304,FP,2005-12-29,2016-03-22
30309,FP,2005-12-29,2008-06-02
30311,FP,2005-12-29,NaT
30315,FP,2005-12-29,2009-12-23
30319,FP,2005-12-29,NaT
30321,FP,2005-12-29,2009-02-25
30321,CT,2009-06-15,NaT
30323,FP,2005-12-29,NaT
30344,FP,2005-12-29,2009-01-25
30347,FP,2005-12-29,2009-06-29
30348,FP,2005-12-29,NaT
30351,FP,2005-12-29,NaT
30351,CT,2008-10-01,NaT
30353,CT,2005-12-29,NaT
30353,FP,2005-12-29,2010-12-06
30358,FP,2005-12-29,2018-07-10
30363,FP,2005-12-29,2007-01-28
30365,FP,2005-12-29,2014-06-02
30369,FP,2005-12-29,NaT
30371,FP,2005-12-29,2006-10-28
30374,FP,2005-12-29,NaT
30375,FP,2005-12-29,2010-09-29
30386,FP,2005-12-29,NaT
30387,FP,2005-12-29,NaT
30389,FP,2005-12-29,NaT
30392,FP,2005-12-29,NaT
30392,CT,2008-01-30,NaT
30393,FP,2005-12-29,2015-01-25
30395,FP,2005-12-29,NaT
30401,FP,2005-12-29,NaT
30402,FP,2005-12-29,2006-07-28
30403,FP,2005-12-29,2019-03-28
30409,FP,2005-12-29,2014-09-01
30409,CT,2014-10-01,NaT
30415,FP,2005-12-29,NaT
30418,FP,2005-12-29,NaT
30422,FP,2005-12-29,2008-09-18
30422,FP,2009-07-29,2012-01-24
30432,FP,2005-12-29,NaT
30433,FP,2005-12-29,NaT
30433,CT,2014-03-04,NaT
30434,FP,2005-12-29,NaT
30434,CT,2018-03-29,NaT
30437,FP,2005-12-29,NaT
30444,FP,2005-12-29,2009-12-10
30452,FP,2005-12-29,2018-11-27
30452,TR,2008-12-30,2017-08-17
30458,FP,2005-12-29,NaT
30470,FP,2005-12-29,NaT
30470,CT,2015-04-23,NaT
30472,FP,2005-12-29,NaT
30472,CT,2008-01-31,NaT
30473,FP,2005-12-29,NaT
30474,FP,2005-12-29,2010-03-22
30476,FP,2005-12-29,NaT
30478,FP,2005-12-29,NaT
30484,FP,2005-12-29,2018-07-26
30485,FP,2005-12-29,NaT
30485,CT,2008-01-30,NaT
30499,CT,2005-12-29,NaT
30499,FP,2005-12-29,2013-07-30
30502,FP,2005-12-29,NaT
30504,FP,2005-12-29,2014-06-02
30507,FP,2005-12-29,2007-04-25
30508,FP,2005-12-29,2018-04-11
30511,FP,2005-12-29,2013-03-12
30515,FP,2005-12-29,2008-03-13
30517,FP,2005-12-29,NaT
30519,FP,2005-12-29,NaT
30521,FP,2005-12-29,NaT
30522,FP,2005-12-29,2014-03-24
30522,CT,2012-07-01,2014-03-24
30527,FP,2005-12-29,2016-11-08
30528,FP,2005-12-29,2006-12-28
30536,FP,2005-12-29,NaT
30539,FP,2005-12-29,NaT
30548,FP,2005-12-29,2016-04-20
30556,FP,2005-12-29,NaT
30556,CT,2015-08-06,NaT
30557,FP,2005-12-29,2014-12-16
30559,FP,2005-12-29,2007-12-18
30559,FP,2017-01-28,2019-03-04
30569,FP,2005-12-29,2006-01-28
30571,FP,2005-12-29,NaT
30572,FP,2005-12-29,NaT
30572,CT,2008-01-29,NaT
30572,TR,2014-02-06,2015-09-23
30575,FP,2005-12-29,2009-09-20
30576,FP,2005-12-29,2007-12-24
30576,FP,2008-02-26,2009-08-17
30581,FP,2005-12-29,NaT
30588,FP,2005-12-29,2016-01-24
30588,CT,2016-02-09,NaT
30593,FP,2005-12-29,2011-08-18
30593,CT,2011-02-08,NaT
30598,FP,2005-12-29,2014-08-04
30602,FP,2005-12-29,NaT
30607,FP,2005-12-29,NaT
30607,CT,2016-10-04,NaT
30611,FP,2005-12-29,NaT
30617,FP,2005-12-29,2011-12-05
30618,FP,2005-12-29,NaT
30618,CT,2009-02-17,NaT
30621,FP,2005-12-29,2014-08-04
30629,FP,2005-12-29,NaT
30636,FP,2005-12-29,NaT
30639,FP,2005-12-29,NaT
30655,FP,2005-12-29,NaT
30655,CT,2015-03-19,NaT
30658,FP,2005-12-29,2019-07-30
30662,FP,2005-12-29,2015-06-22
30662,CT,2008-01-30,NaT
30663,FP,2005-12-29,2008-01-23
30664,FP,2005-12-29,NaT
30667,FP,2005-12-29,NaT
30670,FP,2005-12-29,2017-04-18
30670,CT,2008-01-22,NaT
30676,FP,2005-12-29,NaT
30678,FP,2005-12-29,2017-07-24
30679,FP,2005-12-29,NaT
30679,CT,2013-05-13,NaT
30688,FP,2005-12-29,NaT
30691,FP,2005-12-29,NaT
30691,CT,2009-02-04,NaT
30695,FP,2005-12-29,2010-09-05
30698,FP,2005-12-29,NaT
30703,FP,2005-12-29,NaT
30710,FP,2005-12-29,NaT
30721,FP,2005-12-29,2014-04-06
30721,FP,2015-08-29,2017-10-23
30726,FP,2005-12-29,2015-06-28
30729,FP,2005-12-29,2013-01-10
30729,CT,2008-01-30,NaT
30730,FP,2005-12-29,NaT
30735,FP,2005-12-29,NaT
30737,FP,2005-12-29,NaT
30742,FP,2005-12-29,NaT
30744,FP,2005-12-29,NaT
30752,FP,2005-12-29,NaT
30754,FP,2005-12-29,2012-02-27
30755,FP,2005-12-29,NaT
30767,FP,2005-12-29,NaT
30769,CT,2005-12-29,NaT
30769,FP,2005-12-29,NaT
30775,FP,2005-12-29,NaT
30777,FP,2005-12-29,NaT
30777,CT,2011-12-18,NaT
30779,FP,2005-12-29,NaT
30779,CT,2015-04-23,NaT
30780,FP,2005-12-29,NaT
30786,FP,2005-12-29,NaT
30790,FP,2005-12-29,NaT
30794,FP,2005-12-29,2019-07-10
30795,FP,2005-12-29,NaT
30798,FP,2005-12-29,NaT
30802,FP,2005-12-29,NaT
30806,FP,2005-12-29,NaT
30809,FP,2005-12-29,2011-07-31
30810,FP,2005-12-29,2010-01-11
30811,FP,2005-12-29,NaT
30812,FP,2005-12-29,2020-01-09
30823,FP,2005-12-29,NaT
30826,FP,2005-12-29,NaT
30829,FP,2005-12-29,NaT
30830,FP,2005-12-29,NaT
30830,CT,2011-03-27,NaT
30832,FP,2005-12-29,2006-07-28
30834,FP,2005-12-29,2018-04-11
30837,FP,2005-12-29,NaT
30849,FP,2005-12-29,NaT
30861,FP,2005-12-29,NaT
30862,FP,2005-12-29,2008-04-01
30863,FP,2005-12-29,NaT
30883,FP,2005-12-29,2014-12-04
30887,FP,2005-12-29,NaT
30889,FP,2005-12-29,NaT
30890,FP,2005-12-29,NaT
30895,FP,2005-12-29,2016-03-07
30896,FP,2005-12-29,NaT
30899,FP,2005-12-29,NaT
30902,FP,2005-12-29,2006-01-28
30906,FP,2005-12-29,NaT
30917,FP,2005-12-29,NaT
30919,FP,2005-12-29,2014-01-08
30919,CT,2014-01-08,NaT
30921,FP,2005-12-29,2011-07-04
30921,CT,2012-05-14,NaT
30922,FP,2005-12-29,NaT
30925,FP,2005-12-29,2011-08-04
30944,FP,2005-12-29,2013-02-20
30945,FP,2005-12-29,NaT
30950,FP,2005-12-29,NaT
30953,FP,2005-12-29,2018-08-02
30953,CT,2010-11-01,NaT
30956,FP,2005-12-29,NaT
30956,CT,2015-07-19,NaT
30960,FP,2005-12-29,2013-09-17
30960,CT,2014-04-17,NaT
30965,FP,2005-12-29,NaT
30969,FP,2005-12-29,NaT
30971,FP,2005-12-29,2018-04-03
30972,FP,2005-12-29,NaT
30977,FP,2005-12-29,NaT
30977,CT,2011-10-24,NaT
30980,FP,2005-12-29,NaT
30980,CT,2014-04-17,NaT
30981,FP,2005-12-29,NaT
30986,FP,2005-12-29,2009-09-17
30992,FP,2005-12-29,2013-11-20
30997,FP,2005-12-29,2009-05-17
30997,PS,2011-04-12,NaT
30998,FP,2005-12-29,NaT
31003,FP,2005-12-29,2016-09-04
31012,FP,2005-12-29,2010-07-19
31012,FP,2014-01-29,NaT
31016,FP,2005-12-29,NaT
31018,FP,2005-12-29,NaT
31022,FP,2005-12-29,NaT
31027,FP,2005-12-29,NaT
31043,FP,2005-12-29,2016-02-01
31053,FP,2005-12-29,NaT
31053,CT,2017-04-10,NaT
31056,FP,2005-12-29,2019-03-20
31065,FP,2005-12-29,NaT
31066,FP,2005-12-29,NaT
31067,FP,2005-12-29,NaT
31067,CT,2018-01-29,NaT
31071,FP,2005-12-29,NaT
31079,FP,2005-12-29,NaT
31082,CT,2005-12-29,NaT
31082,FP,2005-12-29,NaT
31084,FP,2005-12-29,2011-05-02
31091,FP,2005-12-29,NaT
31102,FP,2005-12-29,2015-01-21
31104,FP,2005-12-29,NaT
31118,FP,2005-12-29,NaT
31118,CT,2013-04-14,NaT
31127,FP,2005-12-29,2007-07-22
31130,FP,2005-12-29,NaT
31130,CT,2013-09-26,NaT
31132,FP,2005-12-29,NaT
31132,CT,2017-10-29,NaT
31140,FP,2005-12-29,NaT
31144,FP,2005-12-29,NaT
31147,FP,2005-12-29,2019-07-10
31147,CT,2017-07-20,NaT
31148,FP,2005-12-29,2019-09-16
31148,CT,2010-07-25,NaT
31150,FP,2005-12-29,NaT
31154,FP,2005-12-29,2017-07-30
31155,FP,2005-12-29,2008-06-15
31159,FP,2005-12-29,NaT
31163,CT,2005-12-29,NaT
31163,FP,2005-12-29,NaT
31165,FP,2005-12-29,2016-11-28
31167,FP,2005-12-29,NaT
31180,FP,2005-12-29,2017-05-08
31180,CT,2012-06-03,NaT
31182,FP,2005-12-29,2011-04-11
31182,CT,2011-06-22,NaT
31182,FP,2011-09-28,NaT
31187,FP,2005-12-29,NaT
31188,FP,2005-12-29,NaT
31193,FP,2005-12-29,2011-09-26
31196,FP,2005-12-29,2014-06-22
31199,FP,2005-12-29,2012-04-04
31200,FP,2005-12-29,2018-07-26
31205,FP,2005-12-29,2008-09-24
31205,FP,2008-09-27,2017-01-10
31206,FP,2005-12-29,NaT
31207,FP,2005-12-29,2012-02-29
31225,FP,2005-12-29,NaT
31225,CT,2017-01-16,NaT
31233,FP,2005-12-29,NaT
31235,FP,2005-12-29,NaT
31249,FP,2005-12-29,2008-06-26
31254,FP,2005-12-29,NaT
31254,CT,2010-03-04,NaT
31258,FP,2005-12-29,NaT
31263,FP,2005-12-29,2019-03-14
31265,FP,2005-12-29,2017-06-18
31267,FP,2005-12-29,2007-05-16
31269,FP,2005-12-29,NaT
31269,CT,2017-01-16,NaT
31279,FP,2005-12-29,NaT
31281,FP,2005-12-29,NaT
31283,FP,2005-12-29,NaT
31283,CT,2008-02-04,NaT
31285,FP,2005-12-29,NaT
31292,FP,2005-12-29,NaT
31297,FP,2005-12-29,NaT
31299,FP,2005-12-29,2013-12-24
31299,CT,2013-05-19,NaT
31312,FP,2005-12-29,2008-06-30
31312,FP,2008-06-27,2008-11-04
31314,FP,2005-12-29,2018-08-09
31314,CT,2015-11-23,NaT
31318,FP,2005-12-29,NaT
31320,FP,2005-12-29,2016-10-12
31321,FP,2005-12-29,NaT
31336,FP,2005-12-29,NaT
31337,FP,2005-12-29,NaT
31347,FP,2005-12-29,2016-03-21
31360,FP,2005-12-29,2016-12-14
31365,FP,2005-12-29,2014-10-02
31368,FP,2005-12-29,2017-11-28
31374,FP,2005-12-29,NaT
31375,FP,2005-12-29,2015-02-25
31375,TR,2009-10-27,2017-02-08
31376,FP,2005-12-29,NaT
31379,FP,2005-12-29,NaT
31382,FP,2005-12-29,NaT
31383,FP,2005-12-29,2013-12-19
31383,FP,2013-12-29,2014-10-12
31387,FP,2005-12-29,NaT
31389,FP,2005-12-29,NaT
31392,FP,2005-12-29,NaT
31402,FP,2006-01-29,2011-08-07
31403,CT,2006-01-29,NaT
31403,FP,2006-01-29,2019-06-23
31410,FP,2006-01-29,NaT
31423,FP,2006-01-29,2014-07-16
31423,CT,2013-01-01,NaT
31430,FP,2006-01-29,NaT
31438,CT,2006-01-29,NaT
31438,FP,2006-01-29,NaT
31439,FP,2006-01-29,NaT
31444,FP,2006-01-29,NaT
31444,CT,2011-06-22,NaT
31447,FP,2006-01-29,NaT
31448,FP,2006-01-29,NaT
31448,CT,2013-05-22,NaT
31449,FP,2006-01-29,NaT
31455,FP,2006-01-29,NaT
31458,FP,2006-01-29,NaT
31458,CT,2008-01-30,NaT
31468,FP,2006-01-29,NaT
31473,FP,2006-01-29,NaT
31473,CT,2014-04-03,NaT
31493,FP,2006-01-29,NaT
31505,FP,2006-01-29,NaT
31506,FP,2006-01-29,2011-06-16
31506,CT,2017-01-05,NaT
31513,FP,2006-01-29,2012-03-15
31516,FP,2006-01-29,NaT
31518,FP,2006-01-29,NaT
31520,FP,2006-01-29,NaT
31520,CT,2018-01-29,NaT
31524,FP,2006-01-29,NaT
31526,FP,2006-01-29,NaT
31527,FP,2006-01-29,2016-07-21
31529,FP,2006-01-29,2014-04-30
31529,CT,2012-02-22,NaT
31531,FP,2006-01-29,2010-06-09
31536,FP,2006-01-29,2014-04-02
31542,FP,2006-01-29,NaT
31543,FP,2006-01-29,2014-04-06
31548,FP,2006-01-29,2008-10-02
31550,FP,2006-01-29,NaT
31552,FP,2006-01-29,NaT
31558,FP,2006-01-29,NaT
31559,FP,2006-01-29,2009-03-31
31560,FP,2006-01-29,2009-09-30
31564,FP,2006-01-29,2011-01-04
31564,CT,2011-02-01,NaT
31568,FP,2006-01-29,NaT
31579,FP,2006-01-29,2014-05-06
31581,FP,2006-01-29,2016-11-01
31584,FP,2006-01-29,NaT
31585,FP,2006-01-29,2015-05-04
31587,FP,2006-01-29,NaT
31591,FP,2006-01-29,NaT
31608,CT,2006-01-29,NaT
31608,FP,2006-01-29,2007-05-22
31609,FP,2006-01-29,2016-07-20
31611,FP,2006-01-29,2019-12-10
31611,CT,2011-10-23,NaT
31616,FP,2006-01-29,NaT
31619,FP,2006-01-29,NaT
31619,CT,2015-01-12,NaT
31620,FP,2006-01-29,2014-12-16
31627,FP,2006-01-29,NaT
31631,FP,2006-01-29,NaT
31631,CT,2015-04-09,NaT
31632,FP,2006-01-29,2016-12-05
31632,CT,2016-07-05,NaT
31634,FP,2006-01-29,2018-08-02
31639,FP,2006-01-29,2016-12-11
31645,FP,2006-01-29,2009-11-18
31649,FP,2006-01-29,2013-04-18
31651,FP,2006-01-29,2013-12-16
31654,FP,2006-01-29,2009-08-25
31655,FP,2006-01-29,NaT
31670,FP,2006-01-29,NaT
31670,CT,2013-05-15,NaT
31672,FP,2006-01-29,NaT
31688,FP,2006-01-29,2010-01-12
31688,CT,2010-03-08,NaT
31693,FP,2006-01-29,2011-11-23
31702,FP,2006-01-29,2015-05-04
31705,FP,2006-01-29,2014-01-07
31707,FP,2006-01-29,NaT
31708,FP,2006-01-29,2011-01-31
31708,CT,2008-01-30,NaT
31719,FP,2006-01-29,2014-04-07
31719,CT,2011-10-26,NaT
31724,FP,2006-01-29,NaT
31730,FP,2006-01-29,2009-03-11
31742,FP,2006-01-29,2008-12-24
31762,FP,2006-01-29,NaT
31768,FP,2006-01-29,NaT
31774,FP,2006-01-29,NaT
31776,FP,2006-01-29,NaT
31784,FP,2006-01-29,NaT
31791,FP,2006-01-29,2013-09-30
31796,FP,2006-01-29,2014-08-28
31797,FP,2006-01-29,NaT
31797,CT,2013-05-15,NaT
31804,FP,2006-01-29,2009-01-19
31809,FP,2006-01-29,2010-01-19
31814,FP,2006-01-29,2009-12-21
31816,FP,2006-01-29,2015-01-22
31828,FP,2006-01-29,2016-08-31
31829,FP,2006-01-29,NaT
31833,FP,2006-01-29,NaT
31838,FP,2006-01-29,2014-01-08
31842,FP,2006-01-29,2015-04-15
31843,FP,2006-01-29,2017-06-25
31843,CT,2017-06-25,NaT
31862,FP,2006-01-29,NaT
31863,FP,2006-01-29,2009-01-28
31878,FP,2006-01-29,NaT
31881,FP,2006-01-29,2011-02-16
31883,FP,2006-01-29,2015-02-25
31892,FP,2006-01-29,2013-11-06
31897,FP,2006-01-29,NaT
31900,FP,2006-01-29,NaT
31900,CT,2016-07-20,NaT
31906,FP,2006-01-29,2012-11-06
31911,FP,2006-01-29,NaT
31911,CT,2012-10-25,NaT
31913,FP,2006-01-29,NaT
31913,CT,2010-07-27,NaT
31918,FP,2006-01-29,2014-12-02
31918,CT,2014-06-03,NaT
31921,FP,2006-01-29,NaT
31922,FP,2006-01-29,NaT
31922,CT,2008-02-04,NaT
31923,FP,2006-01-29,NaT
31928,FP,2006-01-29,NaT
31933,FP,2006-01-29,NaT
31933,CT,2011-11-17,NaT
31934,FP,2006-01-29,NaT
31935,FP,2006-01-29,NaT
31935,CT,2013-11-21,NaT
31938,FP,2006-01-29,2014-03-03
31945,FP,2006-01-29,NaT
31945,CT,2011-11-13,NaT
31948,FP,2006-01-29,2012-12-26
31950,FP,2006-01-29,2009-09-28
31955,FP,2006-01-29,2006-02-25
31959,FP,2006-01-29,NaT
31966,FP,2006-01-29,NaT
31967,FP,2006-01-29,NaT
31967,TR,2002-12-29,NaT
31976,FP,2006-01-29,2010-12-27
31986,FP,2006-01-29,2016-06-28
31986,CT,2016-09-06,NaT
31993,FP,2006-01-29,2017-08-30
31997,FP,2006-01-29,2013-10-07
32007,FP,2006-01-29,NaT
32012,FP,2006-01-29,2016-02-07
32015,FP,2006-01-29,NaT
32019,FP,2006-01-29,2013-09-08
32020,FP,2006-01-29,2019-06-09
32028,FP,2006-01-29,NaT
32032,FP,2006-01-29,2014-11-11
32033,FP,2006-01-29,NaT
32035,FP,2006-01-29,NaT
32043,FP,2006-01-29,NaT
32050,FP,2006-01-29,NaT
32056,FP,2006-01-29,2013-07-07
32057,FP,2006-01-29,2010-08-30
32058,FP,2006-01-29,NaT
32064,FP,2006-01-29,NaT
32067,FP,2006-01-29,NaT
32072,FP,2006-01-29,2006-08-28
32072,CT,2010-11-28,NaT
32082,FP,2006-01-29,NaT
32090,FP,2006-01-29,2008-08-18
32095,FP,2006-01-29,2013-10-07
32109,FP,2006-01-29,NaT
32114,FP,2006-01-29,NaT
32116,FP,2006-01-29,2006-09-27
32117,FP,2006-01-29,NaT
32119,FP,2006-01-29,2011-05-25
32120,FP,2006-01-29,2008-12-22
