EXTRELNO,EXRELACTCD,EXTRELSTDT,EXRELDATEN
228925,FP,2015-10-29,2016-05-08
228927,FP,2015-10-29,NaT
228929,PS,2015-11-02,2015-11-17
228929,FP,2015-11-28,NaT
228932,PS,2015-11-03,2015-12-17
228932,FP,2015-12-29,NaT
228933,PS,2015-11-03,2015-12-15
228933,FP,2015-12-29,NaT
228935,PS,2015-11-03,NaT
228936,PS,2015-11-03,2015-11-17
228936,FP,2015-11-28,2016-01-10
228943,PS,2015-11-03,2015-11-09
228943,FP,2015-10-29,NaT
228947,PS,2015-11-03,NaT
228948,PS,2015-11-03,NaT
228955,PS,2015-11-04,NaT
228969,CT,2015-11-09,NaT
228975,PS,2015-11-09,NaT
228979,PS,2015-11-09,2015-11-24
228979,FP,2015-11-28,NaT
228983,PS,2015-11-09,2015-11-23
228983,FP,2015-11-28,NaT
228997,FP,2015-10-29,NaT
229000,FP,2015-10-29,NaT
229005,FP,2015-10-29,2016-05-01
229012,CT,2015-11-09,NaT
229013,PS,2015-11-09,2015-11-26
229013,FP,2015-11-28,2016-07-28
229026,PS,2015-11-10,2015-12-08
229026,FP,2015-11-28,NaT
229027,FP,2015-10-29,NaT
229030,FP,2015-10-29,NaT
229031,PS,2015-11-10,2015-11-25
229031,FP,2015-11-28,NaT
229034,PS,2015-11-11,NaT
229038,PS,2015-11-11,NaT
229039,PS,2015-11-11,2015-12-06
229039,FP,2015-11-28,2018-02-15
229046,FP,2015-10-29,2018-05-06
229047,FP,2015-10-29,NaT
229060,PS,2015-11-15,NaT
229062,PS,2015-11-15,NaT
229066,PS,2015-11-15,NaT
229071,PS,2015-11-15,NaT
229075,FP,2015-11-28,NaT
229077,FP,2015-11-28,NaT
229078,FP,2015-11-28,NaT
229081,PS,2015-11-16,2016-05-10
229081,FP,2016-04-27,NaT
229094,FP,2015-11-28,NaT
229103,PS,2015-11-17,NaT
229112,PS,2015-11-17,NaT
229115,FP,2015-11-28,NaT
229121,PS,2015-11-18,2015-12-13
229121,FP,2015-12-29,2017-06-26
229126,CT,2015-11-18,NaT
229127,PS,2015-11-18,NaT
229129,CT,2015-11-18,NaT
229132,PS,2015-11-19,2016-01-03
229132,FP,2015-12-29,2016-06-21
229139,PS,2015-11-22,2017-08-20
229139,FP,2017-08-29,NaT
229141,PS,2015-11-22,NaT
229145,PS,2015-11-22,2016-02-16
229145,FP,2016-02-26,NaT
229151,PS,2015-11-22,NaT
229158,FP,2015-11-28,NaT
229171,PS,2015-11-23,2015-12-16
229171,FP,2015-12-29,2017-09-25
229172,PS,2015-11-23,NaT
229173,PS,2015-11-23,NaT
229177,PS,2015-11-23,NaT
229182,FP,2015-11-28,2016-01-10
229184,FP,2015-11-28,NaT
229185,FP,2015-11-28,NaT
229195,FP,2015-11-28,NaT
229195,CT,2016-02-11,NaT
229197,PS,2015-11-23,2015-12-06
229197,FP,2015-11-28,NaT
229203,FP,2015-11-28,NaT
229208,FP,2015-11-28,NaT
229210,FP,2015-11-28,NaT
229217,PS,2015-11-24,2016-01-14
229225,FP,2015-11-28,NaT
229226,FP,2015-11-28,NaT
229227,FP,2015-11-28,NaT
229235,PS,2015-11-26,2015-12-08
229235,FP,2015-11-28,NaT
229237,PS,2015-11-26,2016-01-19
229237,FP,2016-01-29,NaT
229238,FP,2015-11-28,2016-07-28
229258,PS,2015-11-29,2015-12-07
229258,FP,2015-11-28,NaT
229264,FP,2015-11-28,NaT
229266,FP,2015-11-28,2016-08-16
229271,PS,2015-11-30,NaT
229281,FP,2015-11-28,NaT
229289,PS,2015-12-01,2016-01-12
229289,FP,2016-01-29,2019-06-24
229294,PS,2015-12-01,2015-12-07
229294,FP,2015-11-28,2018-08-06
229301,FP,2015-12-29,NaT
229301,CT,2016-07-20,NaT
229306,PS,2015-12-02,NaT
229313,PS,2015-12-06,2015-12-13
229313,FP,2015-12-29,NaT
229325,PS,2015-12-06,NaT
229335,PS,2015-12-06,NaT
229347,PS,2015-12-06,NaT
229348,PS,2015-12-06,2015-12-09
229348,FP,2015-11-28,NaT
229352,FP,2015-11-28,NaT
229354,FP,2015-11-28,NaT
229354,CT,2015-12-15,NaT
229356,FP,2015-11-28,NaT
229358,PS,2015-12-06,NaT
229361,FP,2015-11-28,2019-01-06
229362,FP,2015-11-28,NaT
229363,FP,2015-11-28,NaT
229363,CT,2015-12-24,NaT
229375,FP,2015-11-28,2020-01-06
229378,PS,2015-12-07,2016-01-19
229378,FP,2016-01-29,NaT
229382,PS,2015-12-08,2016-01-25
229382,FP,2016-01-29,NaT
229385,PS,2015-12-08,NaT
229386,MR,2015-12-08,NaT
229392,FP,2015-11-28,NaT
229404,PS,2015-12-09,2016-01-03
229404,FP,2015-12-29,NaT
229409,PS,2015-12-09,2015-12-15
229409,FP,2015-12-29,2016-06-16
229409,CT,2016-06-26,NaT
229417,PS,2015-12-09,NaT
229421,FP,2015-11-28,NaT
229423,FP,2015-11-28,NaT
229425,FP,2015-11-28,2018-10-09
229426,FP,2015-11-28,NaT
229444,PS,2015-12-13,2015-12-31
229444,FP,2015-12-29,NaT
229446,PS,2015-12-13,2016-06-08
229446,FP,2016-05-28,NaT
229467,PS,2015-12-15,NaT
229468,PS,2015-12-15,2016-01-19
229468,FP,2016-01-29,NaT
229475,PS,2015-12-15,NaT
229480,PS,2015-12-15,2015-12-31
229480,FP,2015-12-29,NaT
229480,CT,2018-01-29,NaT
229487,FP,2015-12-29,NaT
229495,PS,2015-12-15,2016-01-04
229495,FP,2015-12-29,NaT
229504,FP,2015-12-29,2016-06-02
229507,PS,2015-12-16,2016-05-16
229507,FP,2016-05-28,NaT
229507,CT,2016-06-02,NaT
229512,PS,2015-12-17,NaT
229514,PS,2015-12-17,NaT
229521,CT,2015-12-24,NaT
229522,CT,2015-12-30,NaT
229524,CT,2015-12-30,NaT
229529,CT,2015-12-30,NaT
229535,PS,2015-12-30,2016-01-03
229535,FP,2015-12-29,2018-01-23
229537,PS,2015-12-30,2016-02-07
229537,FP,2016-01-29,NaT
229542,PS,2015-12-30,2016-01-06
229542,FP,2015-12-29,2018-10-15
229542,FP,2018-10-29,NaT
229548,PS,2015-12-30,2016-01-06
229548,FP,2015-12-29,NaT
229549,PS,2015-12-30,NaT
229554,PS,2015-12-30,2016-01-04
229554,FP,2015-12-29,NaT
229559,PS,2015-12-30,2016-01-06
229559,FP,2015-12-29,NaT
229559,CT,2018-01-29,NaT
229560,PS,2015-12-30,NaT
229565,PS,2015-12-30,NaT
229566,PS,2015-12-30,NaT
229567,PS,2015-12-30,NaT
229569,PS,2015-12-30,2016-12-18
229569,FP,2016-12-28,NaT
229571,PS,2015-12-30,NaT
229572,PS,2015-12-30,2016-02-09
229572,FP,2016-01-29,NaT
229576,PS,2015-12-31,NaT
229580,CT,2015-12-31,NaT
229581,CT,2015-12-31,NaT
229585,CT,2015-12-31,NaT
229587,CT,2015-12-31,NaT
229596,FP,2015-12-29,NaT
229604,FP,2015-12-29,2016-06-02
229624,PS,2016-01-03,2016-01-11
229624,FP,2015-12-29,NaT
229630,PS,2016-01-03,2016-01-20
229630,FP,2016-01-29,NaT
229636,PS,2016-01-03,2016-05-17
229636,FP,2016-05-28,NaT
229636,CT,2018-01-29,NaT
229643,FP,2015-12-29,NaT
229646,FP,2015-12-29,NaT
229655,FP,2015-12-29,2017-01-31
229666,FP,2015-12-29,NaT
229676,CT,2016-01-04,NaT
229682,FP,2015-12-29,2017-09-25
229683,FP,2015-12-29,NaT
229683,CT,2017-12-29,NaT
229684,FP,2015-12-29,2016-06-02
229687,FP,2015-12-29,NaT
229687,CT,2018-01-29,NaT
229689,FP,2015-12-29,NaT
229694,FP,2015-12-29,NaT
229695,FP,2015-12-29,NaT
229695,CT,2016-01-10,NaT
229700,FP,2015-12-29,2016-05-31
229709,PS,2016-01-05,NaT
229724,CT,2016-01-06,NaT
229727,FP,2015-12-29,NaT
229729,CT,2016-01-06,NaT
229737,PS,2016-01-07,2016-03-10
229737,FP,2016-02-26,NaT
229737,CT,2018-03-29,NaT
229738,MR,2016-01-07,NaT
229740,MR,2016-01-07,NaT
229741,PS,2016-01-07,NaT
229747,PS,2016-01-10,NaT
229748,PS,2016-01-10,2018-02-25
229748,FP,2018-02-26,NaT
229750,PS,2016-01-10,NaT
229756,FP,2015-12-29,NaT
229760,PS,2016-01-11,NaT
229764,CT,2016-01-11,NaT
229782,PS,2016-01-13,2016-02-03
229782,FP,2016-01-29,NaT
229788,PS,2016-01-13,2018-01-03
229793,PS,2016-01-13,NaT
229796,FP,2016-01-29,NaT
229799,PS,2016-01-13,NaT
229800,PS,2016-01-13,2017-03-06
229800,FP,2017-02-26,2018-08-21
229809,PS,2016-01-18,2016-01-31
229809,FP,2016-01-29,NaT
229814,PS,2016-01-19,2016-02-15
229814,FP,2016-02-26,NaT
229817,PS,2016-01-19,2016-01-19
229817,FP,2016-01-29,2016-02-23
229823,PS,2016-01-19,2016-01-24
229823,FP,2016-01-29,NaT
229824,PS,2016-01-19,NaT
229825,PS,2016-01-19,2016-01-24
229825,FP,2016-01-29,NaT
229825,CT,2018-01-29,NaT
229834,FP,2016-01-29,2016-02-11
229843,FP,2016-01-29,2016-08-08
229845,PS,2016-01-19,NaT
229846,PS,2016-01-20,2016-01-31
229846,FP,2016-01-29,NaT
229848,PS,2016-01-20,NaT
229853,PS,2016-01-20,2016-01-20
229853,FP,2016-01-29,2016-05-08
229863,PS,2016-01-21,NaT
229877,FP,2016-01-29,NaT
229881,PS,2016-01-25,2016-01-26
229881,FP,2016-01-29,NaT
229881,CT,2016-11-01,NaT
229888,PS,2016-01-25,NaT
229893,PS,2016-01-26,2016-03-02
229893,FP,2016-02-26,NaT
229893,CT,2017-12-29,NaT
229899,FP,2016-01-29,2016-04-12
229900,FP,2016-01-29,NaT
229905,PS,2016-01-27,NaT
229909,FP,2016-01-29,2016-08-24
229910,PS,2016-01-31,NaT
229916,PS,2016-01-31,2016-02-10
229916,FP,2016-01-29,NaT
229922,PS,2016-01-31,NaT
229925,PS,2016-01-31,2016-02-01
229925,FP,2016-01-29,2016-06-07
229928,FP,2016-01-29,NaT
229930,FP,2016-01-29,2019-08-29
229930,CT,2016-07-12,NaT
229931,PS,2016-01-31,NaT
229932,FP,2016-01-29,NaT
229932,CT,2018-03-29,NaT
229942,FP,2016-01-29,NaT
229942,CT,2018-01-29,NaT
229943,FP,2016-01-29,NaT
229949,MR,2016-02-02,NaT
229950,MR,2016-02-02,NaT
229951,MR,2016-02-02,NaT
229956,PS,2016-02-02,2016-02-02
229956,FP,2016-01-29,NaT
229956,CT,2017-12-29,NaT
229958,PS,2016-02-02,NaT
229961,FP,2016-01-29,NaT
229963,FP,2016-01-29,2019-12-18
229973,PS,2016-02-04,2016-03-09
229973,FP,2016-02-26,2017-09-12
229980,PS,2016-02-04,NaT
229985,PS,2016-02-07,NaT
229986,PS,2016-02-07,NaT
229992,FP,2016-01-29,NaT
229999,PS,2016-02-08,2017-11-16
229999,FP,2017-11-28,NaT
229999,CT,2017-12-29,NaT
230006,FP,2016-01-29,NaT
230010,FP,2016-02-26,2019-02-11
230021,CT,2016-02-11,NaT
230027,FP,2016-01-29,NaT
230032,PS,2016-02-14,2016-02-14
230032,FP,2016-02-26,2017-05-31
230040,MR,2016-02-14,NaT
230041,MR,2016-02-14,NaT
230042,FP,2016-02-26,NaT
230042,CT,2018-02-26,NaT
230052,PS,2016-02-16,NaT
230055,CT,2016-02-16,NaT
230058,FP,2016-02-26,2017-01-10
230061,CT,2016-02-17,NaT
230069,CT,2016-02-18,NaT
230073,PS,2016-02-21,NaT
230078,PS,2016-02-21,2016-03-13
230078,FP,2016-03-28,NaT
230080,PS,2016-02-21,NaT
230093,PS,2016-02-23,NaT
230099,PS,2016-02-23,2017-01-02
230099,CT,2017-01-02,NaT
230100,FP,2016-02-26,NaT
230107,CT,2016-02-25,NaT
230108,PS,2016-02-25,2016-03-13
230108,FP,2016-03-28,2018-10-10
230111,MR,2016-02-25,NaT
230119,PS,2016-02-28,2016-03-29
230119,FP,2016-03-28,NaT
230123,PS,2016-02-28,2016-03-15
230123,FP,2016-03-28,NaT
230125,FP,2016-02-26,NaT
230126,CT,2016-02-29,NaT
230130,PS,2016-02-29,2016-03-09
230130,FP,2016-02-26,NaT
230140,FP,2016-02-26,2019-11-07
230140,CT,2016-03-29,NaT
230141,PS,2016-03-01,2016-03-09
230141,FP,2016-02-26,NaT
230152,CT,2016-03-02,NaT
230162,FP,2016-02-26,NaT
230163,FP,2016-02-26,NaT
230168,PS,2016-03-03,2016-03-03
230168,FP,2016-02-26,NaT
230177,PS,2016-03-06,NaT
230179,PS,2016-03-06,2016-10-04
230179,CT,2016-10-04,NaT
230180,FP,2016-02-26,NaT
230190,FP,2016-02-26,2017-04-13
230190,CT,2017-04-24,NaT
230194,PS,2016-03-08,2016-04-26
230194,FP,2016-04-27,NaT
230196,PS,2016-03-08,NaT
230198,PS,2016-03-08,2016-03-15
230198,FP,2016-03-28,NaT
230206,FP,2016-02-26,2019-11-07
230207,PS,2016-03-09,NaT
230209,PS,2016-03-10,2016-03-17
230209,FP,2016-03-28,NaT
230216,PS,2016-03-13,NaT
230219,CT,2016-03-13,NaT
230231,PS,2016-03-14,NaT
230236,FP,2016-03-28,2016-05-05
230236,CT,2016-05-23,NaT
230240,PS,2016-03-15,2016-03-21
230240,FP,2016-03-28,2019-11-25
230244,FP,2016-03-28,NaT
230245,FP,2016-03-28,NaT
230246,PS,2016-03-16,2016-04-18
230246,FP,2016-04-27,NaT
230246,CT,2017-12-29,NaT
230247,FP,2016-03-28,NaT
230248,FP,2016-03-28,2016-09-07
230250,PS,2016-03-17,NaT
230251,PS,2016-03-17,2016-03-27
230251,FP,2016-03-28,NaT
230266,CT,2016-03-20,NaT
230267,FP,2016-03-28,NaT
230268,FP,2016-03-28,NaT
230269,FP,2016-03-28,2016-07-24
230272,PS,2016-03-21,NaT
230279,PS,2016-03-21,2016-10-09
230279,FP,2016-09-27,NaT
230296,PS,2016-03-24,2016-03-31
230296,FP,2016-03-28,NaT
230303,PS,2016-03-27,NaT
230304,PS,2016-03-27,2016-04-10
230304,FP,2016-03-28,NaT
230304,TR,2017-09-20,NaT
230306,PS,2016-03-27,2016-03-31
230306,FP,2016-03-28,NaT
230308,FP,2016-03-28,NaT
230312,FP,2016-03-28,NaT
230314,CT,2016-03-28,NaT
230316,PS,2016-03-28,NaT
230318,PS,2016-03-28,NaT
230325,PS,2016-03-29,2016-04-06
230325,FP,2016-03-28,2018-06-26
230328,PS,2016-03-29,NaT
230330,PS,2016-03-30,2016-04-11
230330,FP,2016-04-27,2018-10-09
230330,FP,2018-10-29,NaT
230331,PS,2016-03-30,NaT
230339,FP,2016-03-28,NaT
230340,PS,2016-04-03,2017-05-14
230340,FP,2017-05-29,NaT
230340,TR,2019-06-10,NaT
230341,PS,2016-04-03,2016-04-26
230341,FP,2016-04-27,NaT
230342,PS,2016-04-03,2016-05-04
230342,FP,2016-04-27,NaT
230343,FP,2016-03-28,NaT
230349,PS,2016-04-04,2016-04-11
230349,FP,2016-04-27,NaT
230353,PS,2016-04-05,2016-04-12
230353,FP,2016-04-27,2017-06-11
230354,PS,2016-04-05,NaT
230358,PS,2016-04-05,NaT
230372,FP,2016-03-28,NaT
230383,FP,2016-03-28,NaT
230384,FP,2016-03-28,NaT
230385,FP,2016-03-28,NaT
230387,FP,2016-03-28,2017-04-23
230390,FP,2016-03-28,2018-06-21
230393,PS,2016-04-11,NaT
230395,FP,2016-04-27,NaT
230414,PS,2016-04-18,2016-04-24
230414,FP,2016-04-27,2019-08-25
230416,CT,2016-04-18,NaT
230429,FP,2016-03-28,NaT
230429,CT,2018-03-29,NaT
230431,FP,2016-04-27,NaT
230443,MR,2016-04-19,NaT
230447,PS,2016-04-19,2016-04-25
230447,FP,2016-04-27,NaT
230448,PS,2016-04-19,NaT
230449,MR,2016-04-19,NaT
230456,FP,2016-04-27,NaT
230457,PS,2016-04-20,2016-05-12
230457,FP,2016-05-28,NaT
230458,PS,2016-04-20,NaT
230461,FP,2016-04-27,NaT
230464,PS,2016-04-21,2016-05-29
230464,FP,2016-05-28,NaT
230472,PS,2016-04-24,NaT
230474,PS,2016-04-24,2016-06-15
230474,FP,2016-06-27,NaT
230475,PS,2016-04-24,2016-05-09
230475,FP,2016-04-27,2016-10-03
230476,PS,2016-04-24,NaT
230477,PS,2016-04-24,2016-05-22
230477,FP,2016-05-28,NaT
230479,FP,2016-04-27,2016-10-03
230492,PS,2016-04-26,NaT
230494,FP,2016-04-27,2016-05-19
230496,PS,2016-05-01,NaT
230498,PS,2016-05-01,NaT
230506,CT,2016-05-01,NaT
230508,PS,2016-05-01,2016-05-24
230508,FP,2016-05-28,NaT
230509,MR,2016-05-01,NaT
230509,FP,2016-06-27,NaT
230516,FP,2016-04-27,NaT
230520,FP,2016-04-27,2016-11-10
230533,PS,2016-05-03,NaT
230540,FP,2016-04-27,2019-05-16
230542,FP,2016-04-27,NaT
230546,PS,2016-05-04,2016-05-29
230546,FP,2016-05-28,2018-01-31
230546,CT,2017-11-28,NaT
230553,PS,2016-05-08,2016-06-13
230553,FP,2016-06-27,2020-01-06
230560,PS,2016-05-08,NaT
230564,CT,2016-05-09,NaT
230570,FP,2016-04-27,NaT
230583,FP,2016-05-28,NaT
230590,MR,2016-05-12,NaT
230591,PS,2016-05-12,2016-06-01
230593,FP,2016-05-28,NaT
230594,FP,2016-05-28,2017-06-11
230594,CT,2016-05-29,NaT
230598,PS,2016-05-15,NaT
230600,PS,2016-05-15,2016-11-30
230600,FP,2016-11-27,NaT
230600,CT,2016-12-08,NaT
230602,FP,2016-05-28,NaT
230602,CT,2018-01-29,NaT
230606,PS,2016-05-16,2016-06-08
230606,FP,2016-05-28,2019-03-17
230610,PS,2016-05-17,NaT
230611,PS,2016-05-17,2016-08-17
230611,FP,2016-08-28,NaT
230617,CT,2016-05-18,NaT
230638,PS,2016-05-22,NaT
230639,MR,2016-05-22,NaT
230647,FP,2016-05-28,NaT
230648,PS,2016-05-23,NaT
230656,PS,2016-05-23,2016-07-03
230656,CT,2016-07-03,NaT
230657,PS,2016-05-23,NaT
230661,FP,2016-05-28,NaT
230664,PS,2016-05-24,NaT
230669,PS,2016-05-24,NaT
230676,PS,2016-05-24,NaT
230682,PS,2016-05-24,NaT
230685,PS,2016-05-24,NaT
230687,PS,2016-05-24,NaT
230694,PS,2016-05-24,NaT
230708,PS,2016-05-24,NaT
230710,PS,2016-05-24,NaT
230720,PS,2016-05-29,NaT
230723,CT,2016-05-29,NaT
230733,CT,2016-05-30,NaT
230736,MR,2016-05-30,NaT
230736,FP,2018-01-29,NaT
230746,FP,2016-05-28,NaT
230748,CT,2016-06-02,NaT
230750,FP,2016-05-28,NaT
230770,CT,2016-06-08,NaT
230776,CT,2016-06-09,NaT
230785,PS,2016-06-12,NaT
230788,PS,2016-06-12,2016-07-19
230788,FP,2016-07-28,NaT
230790,CT,2016-06-12,NaT
230792,PS,2016-06-12,2016-06-13
230792,FP,2016-06-27,2020-01-09
230793,FP,2015-11-28,NaT
230806,CT,2016-06-14,NaT
230809,PS,2016-06-15,2016-09-08
230809,FP,2016-08-28,NaT
230823,PS,2016-06-15,NaT
230827,PS,2016-06-15,NaT
230832,PS,2016-06-15,NaT
230837,PS,2016-06-15,2016-06-28
230837,FP,2016-06-27,NaT
230858,FP,2016-06-27,NaT
230863,PS,2016-06-28,2016-08-08
230863,FP,2016-07-28,NaT
230872,PS,2016-07-03,2016-07-11
230872,FP,2016-07-28,NaT
230874,PS,2016-07-03,NaT
230886,PS,2016-09-20,NaT
230899,PS,2016-09-20,NaT
230900,PS,2016-09-20,NaT
230905,PS,2016-09-20,NaT
230915,PS,2016-09-20,NaT
230919,PS,2016-09-20,2016-10-17
230920,PS,2016-09-20,NaT
230922,PS,2016-09-20,2016-12-12
230922,CT,2016-12-12,NaT
230928,PS,2016-09-20,NaT
230938,PS,2016-09-20,NaT
230943,PS,2016-09-20,NaT
231143,FP,2016-06-27,NaT
231145,CT,2016-06-26,NaT
231149,FP,2016-06-27,NaT
231157,CT,2016-07-06,NaT
231165,FP,2016-07-28,NaT
231167,FP,2016-07-28,NaT
231168,PS,2016-07-19,2016-08-01
231168,FP,2016-07-28,NaT
231172,PS,2016-07-24,NaT
231180,FP,2016-07-28,2019-03-13
231181,MR,2016-07-20,NaT
231189,PS,2016-07-13,2016-07-20
231189,FP,2016-07-28,NaT
231190,CT,2016-07-12,NaT
231193,MR,2016-07-07,NaT
231198,MR,2016-07-05,NaT
231200,PS,2016-07-05,2016-07-14
231200,FP,2016-07-28,NaT
231201,PS,2016-07-05,2016-07-28
231201,FP,2016-07-28,2017-02-02
231201,CT,2017-02-08,2017-02-09
231201,FP,2017-01-28,2018-05-06
231204,FP,2016-06-27,NaT
231207,PS,2016-07-03,2016-08-01
231207,FP,2016-07-28,NaT
231328,FP,2016-07-28,NaT
231334,FP,2016-07-28,NaT
231336,FP,2016-07-28,NaT
231337,FP,2016-07-28,2019-01-24
231337,CT,2017-10-29,2019-06-16
231337,FP,2019-06-28,NaT
231347,FP,2016-07-28,NaT
231363,PS,2016-08-03,2016-08-15
231363,FP,2016-08-28,NaT
231373,FP,2016-07-28,NaT
231379,FP,2016-07-28,NaT
231379,CT,2018-03-29,NaT
231384,OR,2016-08-09,NaT
231389,FP,2016-07-28,NaT
231398,FP,2016-08-28,NaT
231399,FP,2016-08-28,NaT
231399,CT,2018-01-29,NaT
231411,PS,2016-08-15,2016-08-23
231411,FP,2016-08-28,NaT
231414,PS,2016-08-15,NaT
231420,PS,2016-08-16,2017-01-11
231420,FP,2017-01-28,NaT
231426,CT,2016-08-18,NaT
231427,CT,2016-08-18,NaT
231430,CT,2016-08-18,NaT
231432,FP,2016-08-28,2019-08-19
231440,FP,2016-08-28,NaT
231443,FP,2016-08-28,2017-03-08
231444,PS,2016-08-23,2016-09-05
231444,FP,2016-08-28,NaT
231444,CT,2016-11-28,NaT
231445,PS,2016-08-23,NaT
231448,PS,2016-08-23,NaT
231449,FP,2016-08-28,NaT
231452,CT,2016-08-24,NaT
231454,CT,2016-08-24,NaT
231459,CT,2016-08-24,NaT
231461,CT,2016-08-25,NaT
231463,FP,2016-08-28,NaT
231463,CT,2017-12-29,NaT
231464,PS,2016-08-25,2016-09-15
231464,FP,2016-09-27,NaT
231465,PS,2016-08-25,NaT
231469,PS,2016-08-28,NaT
231483,FP,2016-08-28,NaT
231488,FP,2016-08-28,NaT
231491,PS,2016-08-31,NaT
231494,PS,2016-08-31,NaT
231503,CT,2016-09-04,NaT
231511,PS,2016-09-04,2016-09-13
231511,FP,2016-09-27,NaT
231511,CT,2016-11-08,NaT
231517,PS,2016-09-05,2016-10-11
231517,FP,2016-10-28,NaT
231517,CT,2017-12-29,NaT
231520,PS,2016-09-05,NaT
231522,FP,2016-08-28,NaT
231522,CT,2017-09-28,NaT
231525,PS,2016-09-05,NaT
231528,CT,2016-09-06,NaT
231531,PS,2016-09-06,NaT
231546,FP,2016-08-28,2017-06-11
231551,FP,2016-08-28,NaT
231553,FP,2016-08-28,NaT
231558,PS,2016-09-07,2016-09-18
231558,FP,2016-09-27,NaT
231560,PS,2016-09-07,2016-11-02
231560,FP,2016-10-28,2019-02-06
231563,CT,2016-09-07,NaT
231569,PS,2016-09-07,NaT
231573,PS,2016-09-07,2016-12-07
231573,FP,2016-11-27,NaT
231573,CT,2017-01-10,NaT
231574,PS,2016-09-07,NaT
231576,PS,2016-09-07,2016-10-11
231576,FP,2016-10-28,2018-10-02
231581,PS,2016-09-07,NaT
231582,PS,2016-09-07,NaT
231584,PS,2016-09-07,NaT
231589,FP,2016-08-28,2017-01-12
231599,PS,2016-09-07,NaT
231606,PS,2016-09-07,2017-01-08
231606,CT,2017-01-08,NaT
231608,PS,2016-09-07,2017-01-01
231608,CT,2017-01-01,NaT
231612,PS,2016-09-07,NaT
231620,PS,2016-09-07,NaT
231623,PS,2016-09-07,2017-04-16
231623,FP,2017-04-28,NaT
231624,FP,2016-08-28,2016-11-29
231636,FP,2016-08-28,NaT
231637,FP,2016-08-28,NaT
231640,FP,2016-08-28,NaT
231649,PS,2016-09-08,NaT
231660,PS,2016-09-08,2016-10-11
231660,FP,2016-10-28,NaT
231661,PS,2016-09-08,NaT
231672,PS,2016-09-08,2016-09-15
231672,FP,2016-09-27,NaT
231680,CT,2016-09-08,NaT
231681,CT,2016-09-08,NaT
231682,FP,2016-08-28,NaT
231697,PS,2016-09-08,NaT
231699,PS,2016-09-08,2016-09-28
231699,FP,2016-09-27,2017-01-15
231700,PS,2016-09-08,NaT
231707,FP,2016-08-28,NaT
231712,CT,2016-09-11,NaT
231713,CT,2016-09-11,NaT
231714,CT,2016-09-11,NaT
231715,CT,2016-09-11,NaT
231716,CT,2016-09-11,NaT
231722,CT,2016-09-12,NaT
231730,PS,2016-09-12,NaT
231737,PS,2016-09-12,NaT
231738,PS,2016-09-12,2016-09-14
231738,FP,2016-09-27,2019-12-18
231739,PS,2016-09-12,2016-09-18
231739,FP,2016-09-27,2017-03-06
231739,CT,2016-10-31,NaT
231740,PS,2016-09-12,NaT
231751,PS,2016-09-12,NaT
231758,PS,2016-09-12,2016-09-19
231758,FP,2016-09-27,NaT
231758,CT,2017-09-28,NaT
231760,PS,2016-09-12,NaT
231761,PS,2016-09-12,NaT
231763,PS,2016-09-12,NaT
231767,PS,2016-09-12,2016-10-31
231767,FP,2016-10-28,NaT
231775,PS,2016-09-12,2016-10-24
231775,FP,2016-10-28,2017-04-10
231781,PS,2016-09-12,2016-09-20
231781,FP,2016-09-27,2019-08-25
231781,CT,2018-01-29,NaT
231782,PS,2016-09-12,2016-09-20
231782,FP,2016-09-27,NaT
231786,PS,2016-09-12,2016-11-10
231786,FP,2016-10-28,NaT
231793,PS,2016-09-13,2016-09-27
231793,FP,2016-09-27,NaT
231796,PS,2016-09-13,2016-10-26
231796,FP,2016-10-28,NaT
231800,FP,2016-09-27,NaT
231803,PS,2016-09-13,NaT
231817,FP,2016-09-27,2017-03-07
231822,PS,2016-09-14,2016-09-27
231822,FP,2016-09-27,2019-04-02
231822,CT,2017-10-29,NaT
231823,PS,2016-09-14,2018-01-02
231823,FP,2017-12-29,NaT
231825,CT,2016-09-14,NaT
231829,CT,2016-09-14,NaT
231835,FP,2016-09-27,NaT
231863,FP,2016-09-27,NaT
231863,CT,2018-03-29,NaT
231864,FP,2016-09-27,NaT
231867,FP,2016-09-27,NaT
231869,FP,2016-09-27,2019-04-08
231878,PS,2016-09-18,2016-09-27
231878,FP,2016-09-27,2020-01-21
231885,FP,2016-09-27,2017-02-05
231891,FP,2016-09-27,2018-05-21
231899,PS,2016-09-19,NaT
231900,PS,2016-09-19,NaT
231902,PS,2016-09-19,2016-09-27
231902,FP,2016-09-27,NaT
231902,CT,2016-12-13,NaT
231914,PS,2016-09-19,NaT
231915,PS,2016-09-19,NaT
231922,PS,2016-09-19,NaT
231926,PS,2016-09-19,NaT
231929,PS,2016-09-19,NaT
231934,PS,2016-09-19,NaT
231938,PS,2016-09-19,NaT
231945,PS,2016-09-19,NaT
231946,PS,2016-09-19,NaT
231951,PS,2016-09-19,NaT
231956,PS,2016-09-19,NaT
231966,PS,2016-09-19,NaT
231967,PS,2016-09-19,NaT
231971,PS,2016-09-20,NaT
231974,PS,2016-09-20,NaT
231977,PS,2016-09-20,NaT
231979,PS,2016-09-20,NaT
231984,PS,2016-09-20,NaT
231989,PS,2016-09-20,NaT
231992,PS,2016-09-20,NaT
232002,PS,2016-09-20,NaT
232003,PS,2016-09-20,NaT
232006,PS,2016-09-20,NaT
232007,PS,2016-09-20,NaT
232008,PS,2016-09-20,NaT
232011,PS,2016-09-20,NaT
