,Unnamed: 0,Monetary_score,Total_quantity,Number_order,recency_score,days_customer,amount_cc,amount_diet,amount_energy,amount_lemonade,amount_other,amount_sprite_fanta,amount_water,count,complaint,DaysLastcomp,Percentage_firstcall,DaysToClose,Daysdiff,ActualEmployees,CreditNumericScore,clv,spendingRatio,churn,high_value
33407,33407,10399.0,174,94,49,4557,2625.0,1995.0,3874.0,1045.0,125.0,735.0,0.0,0,0,171.4887,0.5853202,0.8732581,-0.7543058000000001,7.0,86.0,164070.0,0.01446825,0,0
33408,33408,6834.0,312,154,21,4536,1156.0,1610.0,788.0,2406.0,525.0,349.0,0.0,1,1,342.0,1.0,0.9664384,-0.6029241,25.0,93.0,138330.0,0.001035249,0,0
33415,33415,16300.0,210,88,13,4532,5145.0,3255.0,0.0,3410.0,2180.0,2310.0,0.0,1,1,295.0,1.0,0.9322547,-0.2012825,10.0,90.0,307650.0,0.01521513,0,0
33416,33416,71723.65,3011,1526,1,4559,11488.25,11445.45,9306.5,1596.1,18531.7,3156.65,16199.0,14,1,9.0,0.7857143,0.1666667,-0.5,8.0,90.0,1360981.5000000002,0.020772,0,1
33422,33422,115.0,2,2,50,4558,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0,0,235.9401,0.5272948000000001,0.9968817,-0.7040543,8.0,90.0,3450.0,0.0001295045,1,0
33430,33430,81139.0,6890,2120,2,4531,17616.4,12270.4,10268.4,9938.0,5467.4,16931.4,8647.0,2,1,122.0,1.0,0.0,-2.5,6.0,86.0,1529214.0000000002,0.1261728,0,1
33432,33432,63694.27,1691,672,1,4567,15019.58,8812.64,7897.99,600.0,1636.1,17984.96,11743.0,1,1,44.0,0.0,0.0,0.0,7.0,87.0,1288300.8,0.05526816,0,1
33440,33440,19609.6,789,316,1,4563,2810.0,3360.0,3359.6,2704.0,0.0,1818.0,5558.0,0,0,190.8781,0.3795497000000001,0.6318590000000001,-0.5662256,15.0,91.0,385248.0,0.02044841,0,0
33448,33448,48671.55,1518,807,0,7461,6454.3,5239.15,3010.45,5612.15,12059.25,5238.25,11058.0,2,1,434.0,1.0,1.0,1.0,12.0,96.0,1026046.5,0.02198396,0,1
33451,33451,67633.2,2048,1228,0,7444,11049.0,1575.0,7488.2,9966.0,11148.0,6666.0,19741.0,0,0,155.7896,0.3616776,0.6266159,-0.5348496,35.0,100.0,1354985.9999999998,0.01646932,0,1
33454,33454,84954.5,2494,843,8,7437,9097.0,13756.65,2579.3,17659.6,6674.35,2658.0,32529.6,0,0,166.0931,0.5119338999999999,0.4450293,-0.4376468,25.0,96.0,1842409.5,0.02494462,0,1
33464,33464,14403.0,978,540,8,4573,5376.0,2586.0,952.0,782.0,1287.0,3350.0,70.0,0,0,202.6699,0.6315339,0.7117284,-0.4516657,10.0,92.0,247680.0,0.01476923,0,0
33474,33474,5370.0,154,39,34,4570,1498.0,1462.0,0.0,0.0,0.0,2122.0,288.0,0,0,173.3399,0.6000352,1.07164,-0.3567045,3.0,85.0,98880.0,0.01781622,0,0
33480,33480,79514.0,1298,829,0,7155,10185.0,11380.0,11505.0,5775.0,28708.0,4725.0,7236.0,0,0,147.8406,0.5726094,0.4513728,-0.7652899999999999,20.0,94.0,1556670.0,0.03167827,0,1
33484,33484,163295.4,7657,2376,0,4573,13390.0,13772.0,13155.2,16683.4,15863.4,14229.0,76202.4,0,0,200.8583,0.7892703000000001,0.3634623,-0.6777557,2.0,82.0,3318671.9999999995,0.5853037,0,1
33493,33493,225219.0,8794,2015,1,7332,27050.2,41244.6,1212.0,36598.0,18559.2,54209.0,46346.0,2,1,43.0,0.5,0.0,0.0,3.0,91.0,4515780.0,0.2230015,0,1
33501,33501,135702.3,3817,935,6,7286,55630.45,23207.8,2340.25,0.0,28552.75,25971.05,0.0,3,1,217.0,0.3333333,1.0,0.0,20.0,94.0,2874431.9999999995,0.08092432,0,1
33513,33513,234.0,10,3,31,7155,72.0,0.0,0.0,54.0,0.0,0.0,108.0,0,0,191.5417,0.6635858,0.8875084000000001,-0.4132998,9.0,95.0,7020.0,0.0001683453,0,0
33529,33529,1705.0,23,20,1,7780,210.0,210.0,210.0,220.0,540.0,315.0,0.0,6,1,31.0,0.1666667,1.0,0.0,20.0,95.0,30600.0,0.001040816,0,0
33531,33531,71955.0,742,348,0,7780,20475.0,7035.0,24150.0,6435.0,0.0,13860.0,0.0,1,1,296.0,1.0,0.4592749,-0.8418694,30.0,96.0,1435950.0,0.03280672,0,1
33534,33534,744.2,22,8,49,7780,0.0,0.0,0.0,63.2,681.0,0.0,0.0,0,0,231.1261,0.5138640999999999,0.5320188,-0.7120914,4.0,88.0,15126.0,0.002533668,0,0
33538,33538,36071.25,1091,136,22,6180,0.0,0.0,0.0,35151.25,920.0,0.0,0.0,3,1,15.0,0.0,5.0,4.0,270.0,100.0,681202.5,0.01593998,1,0
33540,33540,1689.9,46,27,56,7182,0.0,0.0,127.15,568.15,496.85,497.75,0.0,0,0,175.0527,0.5362591999999999,0.4389760999999999,-0.6149493,2.468999,46.0,28867.5,0.01884646,0,0
33546,33546,55805.0,641,229,7,7780,13125.0,4095.0,27635.0,3245.0,1195.0,6510.0,0.0,1,1,37.0,0.0,0.0,-1.0,19.0,94.0,1125450.0,0.04060065,0,1
33547,33547,65588.2,2134,1304,6,7780,17805.0,12094.0,11814.8,398.0,11091.4,7669.0,4716.0,5,1,197.0,0.8,0.0,-1.75,3.0,91.0,1227216.0,0.07464818,0,1
33549,33549,29841.0,1467,639,3,6729,15482.0,4146.0,0.0,4156.0,1188.0,3857.0,1012.0,4,1,27.0,0.25,0.0,-0.5,6.0,88.0,559350.0,0.07428287,0,0
33571,33571,2277.0,130,41,13,7780,1142.0,0.0,994.0,0.0,0.0,141.0,0.0,0,0,184.5966,0.4116985,0.6862373,-0.3867586,40.0,100.0,41790.0,0.0001031012,0,0
33574,33574,31175.0,349,241,1,7780,9395.0,3780.0,12270.0,2420.0,-365.0,3675.0,0.0,8,1,325.0,0.75,0.761942,-0.30795,25.0,93.0,613050.0,0.01681893,0,0
33599,33599,66506.4,2990,161,14,7178,0.0,0.0,0.0,47930.8,0.0,0.0,18575.6,6,1,280.0,0.3333333,0.0,-1.666667,110.0,100.0,1379742.0,0.04679337,0,1
33600,33600,71652.6,3023,188,24,7178,0.0,0.0,0.0,44746.0,0.0,0.0,26906.6,4,1,76.0,0.25,0.25,-0.25,15.0,89.0,1280118.0,0.06590586,0,1
33602,33602,51352.8,1845,1049,2,7750,18722.0,6538.0,6098.0,1126.0,5333.2,10212.0,3323.6,6,1,101.0,0.5,0.6666667,-0.3333333,3.0,86.0,939084.0,0.2158814,0,0
33603,33603,3462.0,105,32,20,7744,634.0,462.0,526.0,750.0,142.0,176.0,772.0,2,1,24.0,0.5,1.5,0.5,3.0,71.0,67140.0,0.003535545,0,0
33609,33609,75547.6,3024,1471,6,7780,14609.0,8563.0,3038.0,4492.0,19500.6,10735.0,14610.0,2,1,302.0,1.0,0.9691085,-0.4434091,404.0,90.0,1441698.0,0.0008557087,0,1
33611,33611,7233.2,240,117,23,7780,458.0,1114.0,420.0,2270.0,364.0,210.0,2397.2,2,1,98.0,1.0,0.0,-1.0,12.0,96.0,133626.0,0.001152743,0,0
33612,33612,68056.2,1971,1457,0,7780,11279.0,9838.0,10320.8,2024.0,14762.4,4776.0,15056.0,2,1,244.0,0.0,0.0,-2.0,1.0,86.0,1057986.0,0.4464076,0,1
33614,33614,10487.0,484,65,30,7780,2693.0,5077.0,855.0,165.0,270.0,1427.0,0.0,2,1,64.0,0.5,0.5,-0.5,60.0,96.0,210570.0,0.0003921229,0,0
33636,33636,81288.99,949,418,1,7288,26476.84,4306.49,27182.1,4717.82,-33.76,18639.5,0.0,5,1,59.0,0.4,1.4,-0.4,30.0,96.0,1382519.7,0.03158601,0,1
33645,33645,113149.2,1566,772,0,7780,36227.0,9495.2,29239.0,7260.0,130.0,28762.0,2036.0,0,0,156.7124,0.4416008,0.4866894000000001,-0.6915218000000001,24.0,95.0,2237406.0,0.06390763,0,1
33647,33647,4141.0,93,66,44,7780,695.0,210.0,630.0,1546.0,462.0,0.0,598.0,0,0,213.0648,0.5480279,0.940301,-0.8271613999999999,1.0,80.0,96750.0,0.0671875,0,0
33649,33649,107476.0,1177,426,1,7780,36398.0,9555.0,32280.0,0.0,155.0,29088.0,0.0,4,1,192.0,0.0,0.5,-0.5,14.0,93.0,2062050.0,0.1010809,0,1
33650,33650,45862.6,1806,249,1,7780,8801.8,5154.6,8720.4,511.0,3465.0,4266.2,14943.6,2,1,66.0,0.0,0.0,-1.0,40.0,91.0,1006278.0,0.01685558,0,1
33651,33651,11876.6,358,149,43,7780,0.0,0.0,0.0,10179.6,75.0,0.0,1622.0,5,1,142.0,0.4,0.0,-2.333333,3.542678,53.0,315168.0,0.02023956,1,0
33654,33654,48695.0,509,222,1,7780,16590.0,5040.0,19295.0,0.0,0.0,7770.0,0.0,1,1,281.0,1.0,0.0,-1.0,10.0,91.0,900600.0,0.06176955,0,0
33655,33655,5230.0,63,24,6,7780,1155.0,330.0,1470.0,770.0,350.0,1155.0,0.0,2,1,6.0,0.5,0.0,-3.0,1.0,83.0,126300.0,0.03567797,1,0
33656,33656,9496.0,162,156,21,7780,1680.0,910.0,3028.0,480.0,2492.0,800.0,106.0,3,1,427.0,0.6666667,0.3333333,-0.3333333,2.0,81.0,175830.0,0.06042268,0,0
33662,33662,141813.0,8224,77,7,7780,42792.0,12649.0,56148.0,0.0,0.0,30224.0,0.0,0,0,135.3758,0.6212619,0.5812736,-0.8268153,3.0,81.0,2621880.0,0.07036715,0,1
33675,33675,2611.0,31,31,21,6922,735.0,210.0,840.0,275.0,200.0,315.0,36.0,0,0,216.6526,0.3233415,0.5783531999999999,-0.6464259,5.0,89.0,53430.0,0.007329218,0,0
33680,33680,7103.6,402,97,6,7780,2200.0,1012.0,2588.0,36.0,0.0,1122.0,145.6,0,0,187.6027,0.330875,0.574608,-0.7867682,4.0,86.0,138648.0,0.02382268,0,0
33690,33690,22740.0,1207,274,6,7780,5834.0,3884.0,7876.0,336.0,0.0,2626.0,2184.0,4,1,91.0,0.25,0.5,-0.25,15.0,94.0,549720.0,0.02628981,0,0
33692,33692,73114.8,772,397,6,7594,24570.0,10203.0,22080.4,3245.0,3645.0,9345.0,26.4,0,0,198.5848,0.4819232,0.4210893,-0.7903909,30.0,96.0,1500744.0000000002,0.03586007,0,1
33700,33700,53806.0,795,384,2,7780,8505.0,5355.0,7825.0,2090.0,26180.0,3045.0,806.0,3,1,272.0,0.6666667,0.0,-1.5,22.0,95.0,1048830.0,0.03417498,0,1
33706,33706,39018.0,987,149,8,7393,5398.0,1705.0,3615.0,14682.0,3514.0,1606.0,8498.0,3,1,10.0,0.6666667,0.5,-0.5,1.0,80.0,887730.0,0.03865666,0,0
33709,33709,53274.0,606,424,0,7176,18380.0,5145.0,18060.0,0.0,3847.0,7770.0,72.0,5,1,261.0,0.8,0.5,-0.5,20.0,94.0,982830.0,0.03370473,0,0
33719,33719,40252.0,1138,434,0,7780,20910.0,840.0,6830.0,0.0,3863.0,7557.0,252.0,3,1,0.0,1.0,0.3333333,-0.6666667,4.0,85.0,889050.0,0.1527577,0,0
33721,33721,69615.0,2300,519,1,7780,31244.0,6666.0,12004.0,36.0,3273.0,16080.0,312.0,3,1,8.0,0.6666667,0.0,-0.3333333,19.0,94.0,1359480.0,0.04904329,0,1
33722,33722,34774.0,567,309,0,7780,11968.0,2903.0,9902.0,5775.0,-290.0,4480.0,36.0,3,1,45.0,0.6666667,0.3333333,-0.6666667,20.0,94.0,641790.0,0.02200926,0,0
33725,33725,25249.8,833,215,9,7780,3551.2,3008.8,3421.0,6278.0,555.0,1417.8,7018.0,1,1,436.0,1.0,0.0,0.0,5.0,91.0,511254.0,0.04028794,0,0
33726,33726,2420.0,141,58,2,7780,896.0,0.0,1175.0,0.0,0.0,349.0,0.0,2,1,6.0,1.0,0.0,-3.0,17.0,97.0,50670.0,0.0004039703,0,0
33729,33729,55858.0,609,259,7,7780,17745.0,5289.0,25540.0,126.0,0.0,6726.0,432.0,2,1,7.0,1.0,0.0,-2.0,13.0,93.0,1093890.0,0.06036921,0,1
33730,33730,66029.0,823,526,6,7780,21981.0,4270.0,27544.0,1760.0,1304.0,9170.0,0.0,3,1,48.0,0.6666667,1.5,-1.5,20.0,93.0,1289610.0,0.04622258,0,1
33731,33731,48449.6,2540,475,10,7780,10640.0,3818.0,15052.6,3580.0,1926.0,4939.0,8494.0,4,1,286.0,0.25,0.0,0.0,10.0,92.0,751037.9999999999,0.01409606,0,0
33734,33734,65530.0,706,217,1,7780,20685.0,4305.0,28325.0,3080.0,0.0,9135.0,0.0,1,1,132.0,0.0,0.0,-3.0,15.0,94.0,1242900.0,0.05944046,0,1
33737,33737,68029.4,1583,706,7,7780,12901.0,10581.0,12725.4,8333.0,2714.0,14697.0,6078.0,0,0,138.8237,0.6597541,0.6513576999999999,-0.8489793,1.0,78.0,1382352.0,0.7088985,0,1
33739,33739,1020.0,58,27,20,6558,176.0,106.0,387.0,0.0,141.0,210.0,0.0,0,0,150.0453,0.3265179,0.8411726999999999,-0.3986601,25.0,89.0,18360.0,0.0001234369,1,0
33740,33740,367341.0,5299,897,59,6666,81668.0,42419.0,64798.0,-55.0,123830.0,54172.0,509.0,4,1,178.0,1.0,0.0,-0.5,15.0,94.0,5829300.0,0.2665432,0,1
33741,33741,533475.0,9853,706,1,6666,81720.0,50704.0,105813.0,67912.0,85571.0,66145.0,75610.0,2,1,50.0,1.0,0.5,-1.0,1600.0,90.0,12232920.0,0.002094384,0,1
33751,33751,405372.5,13361,5099,1,6666,55040.4,50064.4,67904.35,29567.55,73014.8,42799.05,86982.0,7,1,28.0,0.7142857,0.3333333,-0.8333333,12.0,96.0,8219445.0,0.1249916,0,1
33752,33752,14833.2,746,228,2,6666,3599.0,1130.0,2714.0,873.0,522.0,990.0,5005.2,0,0,190.9432,0.3776624,0.4093918,-0.5721092,22.0,98.0,281346.0,0.0009730442,0,0
33759,33759,33599.6,1008,183,2,6666,6470.0,7938.0,8984.0,2510.0,2201.6,2418.0,3078.0,0,0,162.0036,0.3188787,0.3416479,-0.5073808,80.0,100.0,649428.0,0.02830762,0,0
33761,33761,7629.0,97,60,23,6666,3570.0,1365.0,0.0,550.0,640.0,1470.0,34.0,3,1,198.0,0.6666667,0.6666667,-0.3333333,50.0,100.0,151950.0,0.01142972,0,0
33776,33776,84167.0,1124,649,2,6666,23205.0,14195.0,29730.0,9020.0,-110.0,7455.0,672.0,2,1,216.0,0.0,0.0,-3.0,33.0,96.0,1617000.0,0.03360349,0,1
33784,33784,2240.0,30,26,56,6666,735.0,420.0,315.0,110.0,240.0,420.0,0.0,2,1,59.0,0.5,0.0,-1.0,4.0,91.0,46350.0,0.005908279,0,0
33790,33790,83705.0,1045,264,6,6666,52005.0,5595.0,6085.0,8690.0,1210.0,10120.0,0.0,6,1,164.0,0.3333333,0.0,-0.5,500.0,100.0,1529550.0,0.004380859,0,1
33811,33811,57282.0,1160,853,2,6666,13613.0,5617.0,14403.0,1450.0,12090.0,6639.0,3470.0,16,1,41.0,0.6875,1.076923,-0.6153846,30.0,96.0,1115190.0,0.02547841,0,1
33815,33815,15662.0,520,341,28,6666,2656.0,2039.0,6445.0,0.0,1901.0,886.0,1735.0,7,1,64.0,0.4285714,0.0,-0.7142857,8.0,91.0,299400.0,0.02565553,0,0
33819,33819,71946.2,3695,306,6,6666,13545.0,4249.0,17315.0,0.0,5532.0,16080.0,15225.2,9,1,232.0,0.7777778000000001,0.0,0.0,1.0,83.0,1388285.9999999998,0.5509071,0,1
33842,33842,56835.0,779,544,6,6197,13435.0,5670.0,19140.0,11330.0,0.0,7260.0,0.0,5,1,35.0,0.4,0.0,-0.6666667,11.0,91.0,1059900.0,0.06616105,0,1
33855,33855,10271.2,386,160,16,6666,1206.8,346.0,2988.0,138.0,639.6,818.8,4134.0,2,1,426.0,0.0,2.0,0.0,129.0107,86.0,182076.0,0.007217242,0,0
33858,33858,178974.0,7095,2732,1,5915,21397.65,25648.8,51040.6,5622.0,27811.75,13984.95,33468.2,1,1,294.0,1.0,0.6624949,-0.4910880999999999,5.379105,54.0,3681933.000000001,0.2395223,0,1
33862,33862,69540.4,1579,479,14,5914,25071.0,9622.0,21597.0,258.0,999.2,11652.0,341.2,2,1,273.0,0.0,0.0,-1.0,13.0,91.0,1390872.0,0.07335823,0,1
33868,33868,3370.0,143,60,35,6666,157.0,53.0,312.0,994.0,0.0,106.0,1748.0,1,1,77.0,0.0,4.9583330000000005,3.958333,4.0,93.0,63870.0,0.004292339,0,0
33871,33871,61557.6,3459,168,9,6448,25065.0,6970.0,18642.6,0.0,36.0,10844.0,0.0,0,0,173.8854,0.5176287,0.8447796999999999,-0.5403309000000001,5.0,88.0,1170468.0,0.160558,0,1
33872,33872,410973.2,15870,4226,0,6342,31735.25,46861.95,62970.3,44173.55,43477.15,42685.95,139069.0,8,1,84.0,0.75,0.875,0.625,3.0,93.0,8083125.0,0.4916743,0,1
33875,33875,19989.6,555,301,29,5795,3503.0,1090.0,7726.6,968.0,1529.0,3215.0,1958.0,6,1,65.0,0.0,0.4,-0.2,5.0,90.0,345438.0,0.01168995,0,0
33883,33883,117615.5,5575,1448,2,6666,30981.5,33471.3,2194.1,2477.45,19688.85,20874.3,7928.0,0,0,190.978,0.5432504,0.3696775,-0.7408340999999999,3.0,83.0,2317632.0,0.1409752,0,1
33886,33886,2829.0,162,44,29,6666,598.0,1134.0,578.0,0.0,0.0,519.0,0.0,0,0,219.8193,0.4851722,0.8792232,-0.9065998,47.0,91.0,57840.0,0.0002245778,0,0
33889,33889,58755.0,661,430,2,6666,17430.0,8215.0,24505.0,4290.0,0.0,4315.0,0.0,5,1,6.0,0.0,2.0,0.25,13.0,93.0,1106700.0,0.05837025,0,1
33891,33891,1170.0,14,13,15,6572,420.0,105.0,315.0,0.0,120.0,210.0,0.0,2,1,16.0,0.0,0.0,-1.0,1.0,81.0,21300.0,0.01290909,1,0
33895,33895,12830.0,136,94,27,6660,3045.0,2310.0,6215.0,0.0,0.0,1260.0,0.0,2,1,237.0,0.0,0.0,-3.0,6.0,90.0,240750.0,0.02757732,0,0
33898,33898,53680.4,2005,844,10,5715,13885.0,6616.0,11394.8,1750.0,4353.6,8725.0,6956.0,5,1,154.0,0.8,0.4,-1.8,250.0,95.0,1047192.0,0.000750966,0,1
33899,33899,3004.0,101,57,22,5264,1408.0,416.0,0.0,416.0,220.0,544.0,0.0,2,1,50.0,0.5,1.0,0.0,3.0,85.0,59370.0,0.01455147,0,0
33910,33910,118387.2,4670,1718,6,5264,11276.0,15112.0,9166.0,9312.0,10490.2,3744.0,59287.0,5,1,16.0,1.0,0.0,0.0,3.0,86.0,2675201.9999999995,0.1408742,0,1
33914,33914,45998.0,547,258,9,5263,14631.0,4095.0,19235.0,2200.0,720.0,4515.0,602.0,3,1,97.0,0.3333333,3.333333,0.0,6.0,90.0,930930.0,0.1066357,0,0
33918,33918,22490.0,292,102,35,5259,6930.0,6090.0,880.0,3410.0,1600.0,3580.0,0.0,2,1,113.0,0.0,0.0,-1.5,5.0,88.0,411000.0,0.06748768,0,0
33919,33919,4984.0,293,58,38,5252,2266.0,1104.0,782.0,0.0,0.0,832.0,0.0,3,1,275.0,0.6666667,0.0,-1.0,3.0,90.0,104640.0,0.005931973,0,0
33928,33928,7680.0,221,105,16,5258,3036.0,1746.0,488.0,210.0,36.0,2164.0,0.0,0,0,197.3111,0.6419685,0.7841853,-0.7230101,5.0,89.0,148800.0,0.01675676,0,0
33935,33935,36647.4,2179,970,3,5253,9108.0,5564.0,2323.0,7328.0,2417.4,4583.0,5324.0,0,0,210.1531,0.5845090999999999,1.171553,-0.137012,3.0,81.0,681960.0,0.1306437,0,0
33936,33936,1860.0,24,13,3,5251,630.0,210.0,0.0,55.0,965.0,0.0,0.0,0,0,234.9805,0.4821516,0.9058255,-0.6000022,3.0,85.0,22200.0,0.004180791,1,0
33956,33956,644.6,31,11,14,5243,52.0,259.0,0.0,0.0,0.0,35.0,298.6,3,1,316.0,1.0,0.679868,-0.5875349,3.0,94.0,12528.000000000002,0.001254054,1,0
33957,33957,5463.6,156,70,34,5245,1290.0,208.0,1185.6,362.0,616.0,312.0,1490.0,0,0,243.4753,0.4359726,0.870516,-0.7989884,10.0,95.0,119208.0,0.00169812,0,0
33970,33970,75223.6,3955,585,7,5231,2608.0,1646.0,1122.0,1410.0,29975.6,916.0,37546.0,18,1,22.0,0.3888889,0.6875,-0.1302083,250.0,100.0,1465824.0000000002,0.03810025,0,1
33981,33981,8275.0,108,102,3,5229,2145.0,1365.0,2120.0,825.0,560.0,1260.0,0.0,0,0,202.1011,0.4418812,0.4953599,-0.5648719,6.0,83.0,175650.0,0.02012027,0,0
33986,33986,11102.3,166,154,2,5230,2520.0,1365.0,3417.3,550.0,1270.0,1980.0,0.0,3,1,127.0,0.3333333,1.333333,0.0,3.0,84.0,209368.5,0.05815792,0,0
33992,33992,66025.95,2856,442,1,5222,23232.0,12792.0,0.0,22171.95,1589.05,6223.95,17.0,3,1,20.0,0.6666667,0.0,-2.0,38.0,95.0,1221967.8,0.01905157,0,1
33997,33997,7002.0,219,30,23,5224,1560.0,0.0,0.0,0.0,0.0,0.0,5442.0,1,1,21.0,0.0,0.0,-1.0,6.0,83.0,155040.0,0.003194067,0,0
34002,34002,1110.0,48,24,58,5225,210.0,242.0,0.0,0.0,348.0,208.0,102.0,0,0,199.6389,0.5769224000000001,0.6535833000000001,-0.7616839,2.0,80.0,11160.0,0.003683168,0,0
34003,34003,8139.0,100,91,13,5225,2328.0,2433.0,495.0,1815.0,0.0,1068.0,0.0,3,1,366.0,0.3333333,0.0,-1.0,20.0,95.0,143520.0,0.00427907,0,0
34005,34005,115555.8,5430,814,0,5221,12224.0,5767.0,1628.0,84052.8,6444.0,5332.0,108.0,3,1,114.0,0.3333333,0.6666667,0.0,3.0,85.0,1971744.0,0.1763253,0,1
34012,34012,13810.92,1483,709,6,5214,3860.0,3369.0,2304.0,1732.0,1076.92,1367.0,102.0,2,1,191.0,1.0,0.5,-0.5,15.0,94.0,247318.80000000002,0.007926885,0,0
34014,34014,74605.0,960,355,8,5204,19155.0,4410.0,21295.0,4345.0,15510.0,9890.0,0.0,3,1,38.0,0.6666667,2.333333,-1.666667,2.0,80.0,1279350.0,0.4585484,0,1
34017,34017,8625.0,133,84,28,5217,2205.0,1575.0,0.0,605.0,2900.0,1340.0,0.0,4,1,0.0,0.25,3.25,1.0,3.0,84.0,166200.0,0.02289256,0,0
34020,34020,25398.2,1101,390,2,5216,3137.0,4589.0,717.8,6316.0,1185.0,2507.0,6946.4,0,0,213.1958,0.3965417,0.650299,-0.669539,13.0,94.0,555996.0,0.02471093,0,0
34025,34025,9827.4,963,184,23,5215,3197.0,456.0,0.0,1297.0,3184.4,1693.0,0.0,12,1,164.0,0.8333333,0.3333333,-1.0,6.0,81.0,195288.00000000003,0.01611287,0,0
34028,34028,3358.6,196,72,20,5215,489.0,2093.0,138.0,141.0,193.0,243.0,61.6,0,0,219.7689,0.4627209,0.7323561,-0.5388319,60.0,100.0,64367.99999999999,0.001750237,0,0
34034,34034,1209.52,28,7,8,5215,124.76,0.0,0.0,0.0,960.0,124.76,0.0,0,0,162.8574,0.6892515,0.8254104,-0.6247589,40.0,95.0,30285.6,0.000466938,1,0
34038,34038,3248.0,135,67,20,5211,526.0,242.0,868.0,1120.0,176.0,106.0,210.0,1,1,497.0,0.0,0.0,-1.0,8.0,91.0,75060.0,0.001761972,0,0
34042,34042,8665.0,276,160,34,5207,1038.0,1808.0,695.0,1975.0,2726.0,381.0,42.0,5,1,42.0,0.0,0.4,0.0,9.0,93.0,173400.0,0.008665667,0,0
34056,34056,4935.0,146,102,28,5200,1450.0,703.0,627.0,0.0,801.0,602.0,752.0,4,1,31.0,0.75,0.25,-2.25,3.0,89.0,101820.0,0.01004142,0,0
34058,34058,58098.0,4133,697,0,5201,10578.0,7960.0,1980.0,4895.0,25065.0,7620.0,0.0,0,0,178.5843,0.5175017,0.8418496999999999,-0.4404800999999999,60.0,100.0,1116000.0,0.03034317,0,1
34059,34059,111908.0,6590,1653,1,5200,18808.0,45616.0,844.0,1368.0,21444.0,4806.0,19022.0,3,1,100.0,0.6666667,1.0,0.5,1.0,83.0,2230464.0,1.109684,0,1
34060,34060,105.0,1,1,0,5203,0.0,0.0,0.0,0.0,0.0,105.0,0.0,4,1,52.0,0.25,0.0,-0.25,6.0,83.0,3150.0,0.0004085603,1,0
34067,34067,87968.0,3899,1061,0,5200,22270.0,10000.0,26886.0,3420.0,11720.0,11364.0,2308.0,11,1,3.0,0.5454545,0.4444444,0.0,14.0,93.0,1697580.0,0.08321471,0,1
34068,34068,60677.38,1836,769,0,5196,21414.69,3387.02,13482.12,11777.91,0.0,10615.64,0.0,0,0,185.5066,0.5014148,0.7427387,-0.4790169,8.071781,48.0,1202492.1,0.06494273,0,1
34069,34069,69096.6,5009,1900,1,5202,17124.0,6936.0,2972.0,9125.0,5757.6,16584.0,10598.0,0,0,172.9886,0.7336625,0.5511716,-0.3244271,6.0,87.0,1434852.0,0.1183871,0,1
34070,34070,9408.4,555,139,15,5201,0.0,2282.0,0.0,942.0,1116.4,3494.0,1574.0,5,1,36.0,1.0,0.25,-0.75,31.0,86.0,166091.99999999997,0.001989364,0,0
34076,34076,8395.0,103,78,34,5193,2415.0,1050.0,1575.0,770.0,1115.0,1470.0,0.0,1,1,374.0,0.0,0.7611574999999999,-0.3576278,5.0,88.0,150450.0,0.02063786,0,0
34086,34086,260879.8,12719,1343,2,5190,56905.0,28445.0,73076.2,13692.0,17304.6,46821.0,24636.0,18,1,7.0,0.6111111,1.7692310000000002,-0.6153846,2.0,68.0,4811064.0,0.6824204,0,1
34094,34094,5788.8,311,132,35,5189,1082.0,2350.0,416.0,600.0,960.8,380.0,0.0,0,0,180.1653,0.5256769,0.4652888,-0.7113965,5.0,86.0,116844.0,0.0043566,0,0
34101,34101,10697.2,746,359,7,5182,3078.0,242.0,180.0,1332.0,2617.2,3178.0,70.0,0,0,172.1855,0.5294741999999999,0.9025099,-0.5578841,10.0,90.0,215364.0,0.01035902,0,0
34105,34105,111199.0,4610,1120,1,5188,9262.0,4840.0,11097.2,8958.0,6406.8,4194.0,66441.0,0,0,152.7127,0.3712403,0.4391762,-0.5359019,75.0,100.0,2747700.0,0.004089022,0,1
34107,34107,127233.0,5539,305,7,5188,0.0,0.0,0.0,60787.2,4816.8,0.0,61629.0,1,1,280.0,0.0,1.0,0.0,199.0,100.0,2357790.0,0.06645302,0,1
34118,34118,4372.0,132,79,8,5179,420.0,670.0,770.0,106.0,0.0,280.0,2126.0,1,1,175.0,0.0,0.0,-1.0,10.0,94.0,84240.0,0.0065761119999999,0,0
34119,34119,57890.0,744,392,2,5180,14385.0,7065.0,10080.0,17380.0,580.0,8400.0,0.0,9,1,2.0,0.1111111,0.2222222,-0.7777778000000001,4.540503,46.0,1117650.0,0.05586858,0,1
34132,34132,200372.8,6952,773,1,5175,24358.0,20959.0,1744.0,32867.0,16658.6,18507.0,85279.2,4,1,16.0,0.0,0.25,-0.75,70.0,97.0,4391694.0,0.0711743999999999,0,1
34133,34133,1640.0,18,12,1,5175,735.0,105.0,640.0,55.0,0.0,105.0,0.0,4,1,437.0,1.0,0.5,0.0,50.0,96.0,34950.0,0.0004792267,1,0
34134,34134,26576.6,1105,285,22,5168,3474.0,4686.0,6370.0,210.0,5434.6,1992.0,4410.0,4,1,129.0,0.25,0.5,-0.5,56.0,100.0,521118.0,0.003139618,0,0
